Total Population_iqr_bc,Total Citizen Educated in US_iqr_bc,Citizen Less than High School  Education_iqr_bc,Citizen High School  Graduate_iqr_bc,Citizen Some College  Education_iqr_bc,Citizen College Degree_iqr_bc,Total Citizen Income_iqr_bc,Citizen No Income_iqr_bc,Citizen Income 1-9999_iqr_bc,Citizen Income 10000-14999_iqr_bc,Citizen Income 15000-24999_iqr_bc,Citizen Income 25000-34999_iqr_bc,Citizen Income 35000-49999_iqr_bc,Citizen Income 50000-64999_iqr_bc,Citizen Income over 75000_iqr_bc,Hispanic or Latino_iqr_bc,Median Age_iqr_bc,Male Median Age_iqr_bc,Female Median Age_iqr_bc,Average Household Size_iqr_bc,Total Confirmed Cases,Total Deaths,Case Rate per 1000,Death Rate 1000
25.393962109499906,23.030192533600463,24.63008909893985,24.000518173801556,16.479496916378327,11.490486033563606,23.869015437895094,23.328267202773315,18.421893214851362,18.524564577967293,17.581351539000554,15.722327559507384,15.57657110056556,12.915180862900796,11.724161446467244,27.85209901856733,59.875297428393296,29.41419572107577,125.4774852797193,0.4856719448739987,0,0,7.33,0.147
30.283200382124615,27.544205504596306,32.28103327682024,29.739068159437817,19.840587853980374,13.344409105109914,28.533103497035153,28.98704518989858,23.185883611605703,23.295029031058238,22.07704730227515,19.509204115046654,18.73118731612222,15.760823280724251,13.09128323679419,33.32552716789569,67.92022724808537,32.7393707027029,146.42376972001009,0.4002283303947797,400,8,2.2,0.049
22.442566551902903,20.339793039148383,25.23487514671126,20.874192318349873,14.22470123787168,9.259826383444706,21.010092558150774,20.80207501837236,17.276611208756453,16.807982313305434,15.651746543301881,13.12700526612278,12.432639727863405,10.51026304985547,8.89725088179132,24.30626098028628,63.78022891231018,30.44595894396171,143.4435006893937,0.4002283303947797,401,9,9.579,0.036000000000000004
21.71097800369291,19.785502538951437,21.762171469563878,21.15750025369319,13.783454807204368,9.124356123486935,20.468259177297934,21.055583501710633,15.7401631190014,15.279015375808207,15.144999659143274,13.200997685457207,12.488175879787628,10.306107934322057,8.789127477130446,23.623864588374573,61.4327264951742,29.890687124544023,133.15838318645717,0.4856719448739987,263,1,5.28,0.044000000000000004
25.61621200981091,23.322729031796438,28.541405989463524,24.157093945642387,17.176145474100096,10.72836563725792,24.09194314612178,26.050817002816448,18.203866286297185,18.405152316032332,18.115532654049964,15.945381619117134,15.531037259208674,13.051448036877161,10.52253405034556,27.796283192031265,63.78022891231018,31.079734911738367,135.5864340114363,0.4856719448739987,121,1,2.2680000000000002,0.017
18.893953913542653,17.13233123505308,20.108846213960643,17.05445638095457,11.527690710454104,7.614684346350539,17.727654597766154,15.33552436600388,14.267359490172634,13.729487671491169,12.418627466425756,11.269506013859326,10.557814656947514,8.868969144332352,7.687667381271504,20.17239920112908,62.80046411083234,30.842170308498364,134.12803045910843,0.4002283303947797,130,1,29.32,0.825
21.35441217804804,19.32378900000847,21.365321702221074,20.185666586390738,13.405015420761671,9.188675107316321,19.964822209544785,18.69390609555908,15.708219346836069,15.6576045819252,15.24804263505973,12.972165154502289,12.153290170357272,9.926882759806347,8.365817612304317,23.253628454062003,65.94382069500558,30.842170308498364,144.93134606675164,0.4002283303947797,320,9,27.021,1.193
29.082808765176196,26.31671800581183,32.28103327682024,27.99915363987933,19.188987618098782,12.235144008734448,27.256904254092323,27.304559277746122,22.147003153035357,22.87403489914569,21.154332066902686,18.46672176660779,17.422104971415692,15.028952532223782,12.064502903336896,32.112987601327816,62.21372578432906,29.890687124544023,133.64294414363107,0.4002283303947797,566,25,1.771,0.034
23.357776828388655,21.290415715065656,24.652917256723445,22.454246154427455,15.24665052020126,9.939029322181929,21.999711806375124,20.33714360861037,17.059899340237745,18.00038113539511,17.18741327630353,14.704996637913496,14.01436239264616,11.109678938169965,9.34470673059024,25.533212561671746,68.71328217881879,32.502628456694325,152.43887797993452,0.4002283303947797,210,4,14.642999999999999,0.76
22.218328622461893,20.412452722843085,23.61060396331252,21.304907785215654,14.599227672015719,9.058801281368085,21.021389347554166,19.03546715123476,16.477349498609705,16.535233917514763,16.030270948067972,13.939638519912911,13.400823537936265,11.131171667142386,9.239465224527446,24.233516470914086,73.50078776374244,35.1006828663056,160.05860096867934,0.4002283303947797,501,26,2.116,0.192
