Full Name,Country Name,State,State Abbr,Total Population,Households SNAP,Estimated Individuals SNAP,Total Citizen Educated in US,Citizen Less than High School  Education,Citizen High School  Graduate,Citizen Some College  Education,Citizen College Degree,Citizen Graduate or Professional Degree,Total Citizen Income,Citizen No Income,Citizen Income 1-9999,Citizen Income 10000-14999,Citizen Income 15000-24999,Citizen Income 25000-34999,Citizen Income 35000-49999,Citizen Income 50000-64999,Citizen Income 65000-74999,Citizen Income over 75000,One Race Population,White Race,Black Race,Native American Race,Asian Race,Pacific Islander Race,Other Race Alone,Hispanic or Latino,Median Age,Male Median Age,Female Median Age,Total Households,Average Household Size,Total Families,Total Confirmed Cases,Total Deaths,Case Rate per 1000,Death Rate 1000,Case Rate Categories,Death Rate Categories,Total Population_iqr,Households SNAP_iqr,Estimated Individuals SNAP_iqr,Total Citizen Educated in US_iqr,Citizen Less than High School  Education_iqr,Citizen High School  Graduate_iqr,Citizen Some College  Education_iqr,Citizen College Degree_iqr,Citizen Graduate or Professional Degree_iqr,Total Citizen Income_iqr,Citizen No Income_iqr,Citizen Income 1-9999_iqr,Citizen Income 10000-14999_iqr,Citizen Income 15000-24999_iqr,Citizen Income 25000-34999_iqr,Citizen Income 35000-49999_iqr,Citizen Income 50000-64999_iqr,Citizen Income 65000-74999_iqr,Citizen Income over 75000_iqr,One Race Population_iqr,White Race_iqr,Black Race_iqr,Native American Race_iqr,Asian Race_iqr,Pacific Islander Race_iqr,Other Race Alone_iqr,Hispanic or Latino_iqr,Median Age_iqr,Male Median Age_iqr,Female Median Age_iqr,Total Households_iqr,Average Household Size_iqr,Total Families_iqr,Total Confirmed Cases_iqr,Total Deaths_iqr,Case Rate per 1000_iqr,Death Rate 1000_iqr,Total Population_iqr_bc,Total Citizen Educated in US_iqr_bc,Citizen Less than High School  Education_iqr_bc,Citizen High School  Graduate_iqr_bc,Citizen Some College  Education_iqr_bc,Citizen College Degree_iqr_bc,Total Citizen Income_iqr_bc,Citizen No Income_iqr_bc,Citizen Income 1-9999_iqr_bc,Citizen Income 10000-14999_iqr_bc,Citizen Income 15000-24999_iqr_bc,Citizen Income 25000-34999_iqr_bc,Citizen Income 35000-49999_iqr_bc,Citizen Income 50000-64999_iqr_bc,Citizen Income over 75000_iqr_bc,One Race Population_iqr_bc,Other Race Alone_iqr_bc,Hispanic or Latino_iqr_bc,Median Age_iqr_bc,Male Median Age_iqr_bc,Female Median Age_iqr_bc,Total Households_iqr_bc,Average Household Size_iqr_bc,Total Population_iqr_bc_zscore,Total Citizen Educated in US_iqr_bc_zscore,Citizen Less than High School  Education_iqr_bc_zscore,Citizen High School  Graduate_iqr_bc_zscore,Citizen Some College  Education_iqr_bc_zscore,Citizen College Degree_iqr_bc_zscore,Total Citizen Income_iqr_bc_zscore,Citizen No Income_iqr_bc_zscore,Citizen Income 1-9999_iqr_bc_zscore,Citizen Income 10000-14999_iqr_bc_zscore,Citizen Income 15000-24999_iqr_bc_zscore,Citizen Income 25000-34999_iqr_bc_zscore,Citizen Income 35000-49999_iqr_bc_zscore,Citizen Income 50000-64999_iqr_bc_zscore,Citizen Income over 75000_iqr_bc_zscore,Hispanic or Latino_iqr_bc_zscore,Median Age_iqr_bc_zscore,Male Median Age_iqr_bc_zscore,Female Median Age_iqr_bc_zscore,Total Households_iqr_bc_zscore,Average Household Size_iqr_bc_zscore
"Mohave County, Arizona",Mohave County,Arizona,AZ,200186,13855,33113,153930,23576,54726,56652,12194,6782,174184,23252,30420,20147,33114,22100,19809,10784,3758,10800,173878,1882,4500,2103,341,11989,5493,170617,47.6,47.1,48.1,82539,2,41265,23880,598,3.377,0.36,2,2,150073.5,8224.5,20789.625,103114.0,12942.5,33918.0,32031.75,12194.0,6782.0,124000.25,16089.5,22224.0,12056.25,19035.0,14998.5,15660.25,10333.0,3758.0,10800.0,126090.75,1882.0,1123.375,1568.0,104.0,4087.0,3217.25,140466.75,47.6,47.1,48.1,57984.0,2.0,34798.25,651.0,52.0,3.377,0.36,30.283200382124615,27.544205504596306,32.28103327682024,29.739068159437817,19.840587853980374,12.981836774464252,28.533103497035153,28.98704518989858,23.185883611605703,23.295029031058238,22.07704730227515,19.509204115046654,18.73118731612222,15.760823280724251,13.049335873939043,31.14715742649349,12.60645877103212,33.32552716789569,80.97563162615967,38.232832352333176,176.67919331043134,24.444291448010652,0.4002283303947797,1.5527167698711226,1.551936585508928,1.6006645695490853,1.5851401669336111,1.5444876363373243,1.33503533994461,1.546775923949301,1.5593055863867105,1.5679571319887944,1.578626471590639,1.5687788700176468,1.5615317856785456,1.5408074487542736,1.523816509942033,1.4814589414182977,1.5634051414578405,1.4906341837908754,1.5981709124606824,1.3515324039411498,1.555849990132969,-0.7969481557906208
"Navajo County, Arizona",Navajo County,Arizona,AZ,107449,8742,25789,68236,11886,20483,25318,6428,4121,83248,19026,18471,8108,11135,7725,7803,4398,1734,4848,52972,938,46611,580,75,3625,2648,95878,34.7,33.5,36.1,35658,3,31973,676,72,26.748,0.866,5,3,107449.0,8224.5,20789.625,68236.0,11886.0,20483.0,25318.0,6428.0,4121.0,83248.0,16089.5,18471.0,8108.0,11135.0,7725.0,7803.0,4398.0,1734.0,4848.0,52972.0,938.0,1123.375,580.0,75.0,3625.0,2648.0,95878.0,34.7,33.5,36.1,35658.0,3.0,31973.0,651.0,52.0,11.0055,0.6695,28.5923898029407,25.662378334293997,31.593097319823023,26.744746876321422,19.083986730694516,11.8246067074,26.658020037006885,28.98704518989858,22.37087573080404,21.38499951811494,19.894495896118322,17.224744534156017,16.504788689968535,13.570713074281398,11.563556170307848,26.633604860553106,12.163000743390839,31.07322758880335,55.43251696703482,27.50301876244804,117.00150324675204,22.46746176181441,0.4856719448739987,1.2122633044663476,1.136266153241204,1.500190445681283,1.036875673862427,1.31408727836663,0.8106877975462596,1.1484016911474386,1.5593055863867105,1.3753165608473685,1.154553459176566,1.0236157939652564,0.9076654263995827,0.8739491102131999,0.7573698076549544,0.8347293555414544,1.172128277374676,-1.154445323471532,-1.145369448458154,-1.1247001927695264,1.0654796105736806,1.2053636253116902
"Pima County, Arizona",Pima County,Arizona,AZ,980263,58140,143024,666989,78894,149838,227377,121598,89282,826383,115592,144455,78714,128561,92334,97426,61637,24251,83413,728751,34674,32605,25731,1624,120639,36239,641461,37.7,36.2,39.1,388660,2,225316,2874,93,4.776,0.24,2,2,150073.5,8224.5,20789.625,103114.0,12942.5,33918.0,32031.75,14823.0,8459.125,124000.25,16089.5,22224.0,12056.25,19035.0,14998.5,15660.25,10333.0,4120.25,11040.0,126090.75,13646.5,1123.375,1568.0,104.0,4087.0,3217.25,140466.75,37.7,36.2,39.1,57984.0,2.0,34798.25,651.0,52.0,4.776,0.24,30.283200382124615,27.544205504596306,32.28103327682024,29.739068159437817,19.840587853980374,13.344409105109914,28.533103497035153,28.98704518989858,23.185883611605703,23.295029031058238,22.07704730227515,19.509204115046654,18.73118731612222,15.760823280724251,13.09128323679419,31.14715742649349,12.60645877103212,33.32552716789569,61.23771346560042,29.65250481955196,131.22540816402852,24.444291448010652,0.4002283303947797,1.5527167698711226,1.551936585508928,1.6006645695490853,1.5851401669336111,1.5444876363373243,1.499318930499762,1.546775923949301,1.5593055863867105,1.5679571319887944,1.578626471590639,1.5687788700176468,1.5615317856785456,1.5408074487542736,1.523816509942033,1.4997177724829795,1.5634051414578405,-0.5532967752657257,-0.5957604824220509,-0.5345014606957839,1.555849990132969,-0.7969481557906208
"Pinal County, Arizona",Pinal County,Arizona,AZ,375770,17326,48166,276364,40931,82525,101595,32987,18326,324402,63746,52666,26677,46450,37051,38840,24759,9371,24842,272013,17215,20949,6492,1565,43213,14323,268793,35.3,34.8,36.0,125590,3,99700,4682,235,5.024,0.125,2,2,150073.5,8224.5,20789.625,103114.0,12942.5,33918.0,32031.75,14823.0,8459.125,124000.25,16089.5,22224.0,12056.25,19035.0,14998.5,15660.25,10333.0,4120.25,11040.0,126090.75,13646.5,1123.375,1568.0,104.0,4087.0,3217.25,140466.75,35.3,34.8,36.0,57984.0,3.0,34798.25,651.0,52.0,5.024,0.125,30.283200382124615,27.544205504596306,32.28103327682024,29.739068159437817,19.840587853980374,13.344409105109914,28.533103497035153,28.98704518989858,23.185883611605703,23.295029031058238,22.07704730227515,19.509204115046654,18.73118731612222,15.760823280724251,13.09128323679419,31.14715742649349,12.60645877103212,33.32552716789569,56.586426486308085,28.539292463492536,116.53583075817869,24.444291448010652,0.4856719448739987,1.5527167698711226,1.551936585508928,1.6006645695490853,1.5851401669336111,1.5444876363373243,1.499318930499762,1.546775923949301,1.5593055863867105,1.5679571319887944,1.578626471590639,1.5687788700176468,1.5615317856785456,1.5408074487542736,1.523816509942033,1.4997177724829795,1.5634051414578405,-1.0349539277119948,-0.8804013108518836,-1.1440225458023978,1.555849990132969,1.2053636253116902
"Santa Cruz County, Arizona",Santa Cruz County,Arizona,AZ,47420,4178,12743,28877,7111,7625,7746,4380,2015,35738,8497,6778,3598,5040,3774,3481,1777,603,2190,34835,179,328,255,15,10855,953,8147,35.6,33.6,37.1,15437,3,14560,1888,47,25.517,0.27399999999999997,5,2,47420.0,4178.0,12743.0,28877.0,7111.0,7625.0,7746.0,4380.0,2015.0,35738.0,8497.0,6778.0,3598.0,5040.0,3774.0,3481.0,1777.0,603.0,2190.0,34835.0,179.0,328.0,255.0,15.0,4087.0,953.0,8147.0,35.6,33.6,37.1,15437.0,3.0,14560.0,651.0,47.0,11.0055,0.27399999999999997,24.767479780108285,22.06120966767238,27.707429220950193,21.59133581732903,15.567668626564235,11.154032304168954,22.996184931879196,24.974649398091973,18.325282235409205,17.85509788063996,16.966073430877614,14.974688806468146,14.155748938026212,11.455506441094437,10.169015942351358,24.648428861540996,9.976212566417747,19.297692526552805,57.16473943800078,27.582822586388094,121.68854736649517,19.344570789640308,0.4856719448739987,0.4420978653766094,0.34081619909737076,0.9326825346550575,0.09327876668442428,0.24329723458241456,0.5068467115455826,0.37041992033592536,0.9111459624414133,0.4190737318917579,0.37082943251341083,0.29214720420923923,0.26364626355475,0.17035689283322833,0.0171362139788532,0.22771445157506573,-0.873556264250787,-0.9750675842601273,-1.1249641534265986,-0.9302186131516725,0.29081842350201553,1.2053636253116902
"Yavapai County, Arizona",Yavapai County,Arizona,AZ,211033,10147,23135,168134,16458,43494,66114,24698,17370,189802,20628,32029,21955,32046,23277,23346,15683,5598,15240,188515,1267,3549,1785,213,10346,5358,182305,49.2,47.9,50.4,90903,2,40269,1210,13,1.905,0.033,1,1,150073.5,8224.5,20789.625,103114.0,12942.5,33918.0,32031.75,14823.0,8459.125,124000.25,16089.5,22224.0,12056.25,19035.0,14998.5,15660.25,10333.0,4120.25,11040.0,126090.75,1267.0,1123.375,1568.0,104.0,4087.0,3217.25,140466.75,49.2,47.9,50.4,57984.0,2.0,34798.25,651.0,13.0,1.905,0.033,30.283200382124615,27.544205504596306,32.28103327682024,29.739068159437817,19.840587853980374,13.344409105109914,28.533103497035153,28.98704518989858,23.185883611605703,23.295029031058238,22.07704730227515,19.509204115046654,18.73118731612222,15.760823280724251,13.09128323679419,31.14715742649349,12.60645877103212,33.32552716789569,84.2417610689286,38.8571665180315,188.92375771540958,24.444291448010652,0.4002283303947797,1.5527167698711226,1.551936585508928,1.6006645695490853,1.5851401669336111,1.5444876363373243,1.499318930499762,1.546775923949301,1.5593055863867105,1.5679571319887944,1.578626471590639,1.5687788700176468,1.5615317856785456,1.5408074487542736,1.523816509942033,1.4997177724829795,1.5634051414578405,1.8288533936415536,1.7578089125009302,1.8596014910619294,1.555849990132969,-0.7969481557906208
"Yuma County, Arizona",Yuma County,Arizona,AZ,195751,14144,41442,127583,36182,33138,39968,11782,6513,160012,29069,29286,16449,26247,18634,17528,9146,3366,10287,137881,3931,3056,2324,306,40743,7510,78839,33.8,32.3,35.4,64767,3,55185,402,7,18.57,0.22,4,2,150073.5,8224.5,20789.625,103114.0,12942.5,33138.0,32031.75,11782.0,6513.0,124000.25,16089.5,22224.0,12056.25,19035.0,14998.5,15660.25,9146.0,3366.0,10287.0,126090.75,3931.0,1123.375,1568.0,104.0,4087.0,3217.25,78839.0,33.8,32.3,35.4,57984.0,3.0,34798.25,402.0,7.0,11.0055,0.22,30.283200382124615,27.544205504596306,32.28103327682024,29.59505309564035,19.840587853980374,12.918482110307199,28.533103497035153,28.98704518989858,23.185883611605703,23.295029031058238,22.07704730227515,19.509204115046654,18.73118731612222,15.435594588851034,12.956684749152556,31.14715742649349,12.60645877103212,29.968954531162574,53.7085398581689,26.54416535650448,113.75347627693982,24.444291448010652,0.4856719448739987,1.5527167698711226,1.551936585508928,1.6006645695490853,1.5587708035681156,1.5444876363373243,1.3063289803401639,1.546775923949301,1.5593055863867105,1.5679571319887944,1.578626471590639,1.5687788700176468,1.5615317856785456,1.5408074487542736,1.4100001103644841,1.4411297974558748,0.980290342893805,-1.3329692263903854,-1.3905417431465295,-1.2594720019508507,1.555849990132969,1.2053636253116902
"Arkansas County, Arkansas",Arkansas County,Arkansas,AR,19019,1520,3572,12722,2213,4960,3756,1241,552,14955,1610,3064,1811,2479,2047,1806,932,346,860,13659,4661,36,92,2,320,249,18506,40.7,39.4,42.3,8005,2,4425,3635,43,0.841,0.0,1,0,19019.0,1520.0,3572.0,12722.0,2213.0,4960.0,3756.0,1241.0,552.0,14955.0,1610.0,3064.0,1811.0,2479.0,2047.0,1806.0,932.0,346.0,860.0,13659.0,4661.0,36.0,92.0,2.0,320.0,249.0,18506.0,40.7,39.4,42.3,8005.0,2.0,4425.0,651.0,43.0,0.841,0.0,20.975897916829556,18.99341713426426,20.36248302565819,19.61232890970477,13.640851492697891,9.063934570985396,19.634418024689257,16.60172639667883,15.525020665374367,15.231541381839923,14.61803151625855,13.215861295241366,12.412949505591248,10.069201072458833,8.624301048651303,20.628806998195767,7.433028913879992,22.737432335526922,67.12859079815011,32.186793664187945,146.9222584432949,17.12337249034353,0.4002283303947797,-0.32135677620848296,-0.33681810685464425,-0.14005835978709746,-0.26908021767403817,-0.3434575873756603,-0.44018848997438603,-0.3438103211757203,-0.4414101924127246,-0.2428143318976208,-0.21166392695840155,-0.294352499423259,-0.2397717662434271,-0.35165220305438355,-0.4680125127965801,-0.44466841989563427,-0.27599339197080475,0.05672432513901592,0.052239939322426134,0.11681484001443347,-0.2601697879298106,-0.7969481557906208
"Ashley County, Arkansas",Ashley County,Arkansas,AR,21853,1651,4078,14166,2409,5883,3975,1333,566,16763,2821,3158,1814,2824,1846,1890,1203,380,827,15143,5640,70,40,3,709,248,20784,40.3,39.6,40.9,8765,2,5330,16,0,2.334,0.046,2,1,21853.0,1651.0,4078.0,14166.0,2409.0,5883.0,3975.0,1333.0,566.0,16763.0,2821.0,3158.0,1814.0,2824.0,1846.0,1890.0,1203.0,380.0,827.0,15143.0,5640.0,70.0,40.0,3.0,709.0,248.0,20784.0,40.3,39.6,40.9,8765.0,2.0,5330.0,16.0,0.0,2.334,0.046,21.521997821613354,19.376874296116846,20.834788156038965,20.379950452965325,13.786042438517445,9.17792234021104,20.052761230172205,19.125423955506328,15.625622114719196,15.237504057852844,15.031134770936205,12.932605296289815,12.529146084586909,10.60610707389726,8.561802011766167,21.045223467802817,7.425920906827578,23.25974702840486,66.33838419561532,32.34473666933072,139.9897720010826,17.41891824466462,0.4002283303947797,-0.21139673258810382,-0.25211755265985414,-0.07107745583724238,-0.1285276194410757,-0.2992440052630019,-0.38853998173214505,-0.2549304621802018,-0.03373384502407803,-0.21903551807758692,-0.21034006784433382,-0.19116654906624753,-0.3208463321178509,-0.3168486163547868,-0.28011793423608294,-0.4718729752840545,-0.18525517180197634,-0.02510435232501301,0.09262489155892226,-0.17083786380408592,-0.18685700598629734,-0.7969481557906208
"Baxter County, Arkansas",Baxter County,Arkansas,AR,41513,2061,4493,31590,4006,11104,10660,3914,1906,35111,2532,6308,4602,7278,5179,4905,1843,577,1887,40231,67,232,169,17,193,604,40825,50.6,49.6,51.7,18748,2,7506,51,1,0.337,0.0,1,0,41513.0,2061.0,4493.0,31590.0,4006.0,11104.0,10660.0,3914.0,1906.0,35111.0,2532.0,6308.0,4602.0,7278.0,5179.0,4905.0,1843.0,577.0,1887.0,40231.0,67.0,232.0,169.0,17.0,193.0,604.0,40825.0,50.6,49.6,51.7,18748.0,2.0,7506.0,51.0,1.0,0.337,0.0,24.185188880320364,22.418173974383468,23.859283882639463,23.44736407207235,16.46952994904588,10.960552269949712,22.923893275461253,18.61724797267235,18.05791793995747,18.873132665614513,18.281356130106715,15.942368267427122,15.124919273847684,11.53673309593474,9.916153215251546,25.316894272580644,9.072318931009944,26.48709220820165,87.11571949339037,40.18166891887264,195.9521377408179,20.039244466993747,0.4002283303947797,0.3248505775094219,0.4196648362179145,0.37065488157178705,0.4331201844876474,0.5179322637207321,0.4191798047364846,0.3550610663022818,-0.11582423964673776,0.35587776558038275,0.596857917979692,0.6206817625099036,0.5406190107983642,0.4606460226939239,0.04556213590598555,0.11764846643522334,0.37540980944074775,2.126461912990715,2.096475168386972,2.151233149432342,0.463138475761609,-0.7969481557906208
"Benton County, Arkansas",Benton County,Arkansas,AR,221339,5841,15595,163405,20402,48563,42708,34624,17108,194838,30292,22575,14803,28614,24398,25244,16431,7256,25225,182817,2814,3751,6319,671,19061,5906,187056,34.3,33.6,35.2,82087,3,61848,14,0,7.486000000000001,0.05,2,1,150073.5,5841.0,15595.0,103114.0,12942.5,33918.0,32031.75,14823.0,8459.125,124000.25,16089.5,22224.0,12056.25,19035.0,14998.5,15660.25,10333.0,4120.25,11040.0,126090.75,2814.0,1123.375,1568.0,104.0,4087.0,3217.25,140466.75,34.3,33.6,35.2,57984.0,3.0,34798.25,14.0,0.0,7.486000000000001,0.05,30.283200382124615,27.544205504596306,32.28103327682024,29.739068159437817,19.840587853980374,13.344409105109914,28.533103497035153,28.98704518989858,23.185883611605703,23.295029031058238,22.07704730227515,19.509204115046654,18.73118731612222,15.760823280724251,13.09128323679419,31.14715742649349,12.60645877103212,33.32552716789569,54.6652765433404,27.582822586388094,112.83049589537956,24.444291448010652,0.4856719448739987,1.5527167698711226,1.551936585508928,1.6006645695490853,1.5851401669336111,1.5444876363373243,1.499318930499762,1.546775923949301,1.5593055863867105,1.5679571319887944,1.578626471590639,1.5687788700176468,1.5615317856785456,1.5408074487542736,1.523816509942033,1.4997177724829795,1.5634051414578405,-1.2338957722104635,-1.1249641534265986,-1.2977696321792531,1.555849990132969,1.2053636253116902
"Boone County, Arkansas",Boone County,Arkansas,AR,36903,2431,5859,25897,3826,8401,9467,2721,1482,30242,2912,6435,3916,5104,3991,3510,2034,849,1491,35624,72,263,156,21,120,647,36229,41.4,39.8,42.9,15120,2,8585,1657,11,0.271,0.0,1,0,36903.0,2431.0,5859.0,25897.0,3826.0,8401.0,9467.0,2721.0,1482.0,30242.0,2912.0,6435.0,3916.0,5104.0,3991.0,3510.0,2034.0,849.0,1491.0,35624.0,72.0,263.0,156.0,21.0,120.0,647.0,36229.0,41.4,39.8,42.9,15120.0,2.0,8585.0,651.0,11.0,0.271,0.0,23.67880533213441,21.63394110598462,23.57165247157986,22.058295497898296,16.130487653750567,10.344835126430477,22.32097411826374,19.276757757237135,18.131790601813407,18.200605596581525,17.01007759224191,15.142680192939851,14.178709364055369,11.757959813112615,9.521497628700018,24.75146788335433,9.205920842712155,25.89173770234441,68.51488607763312,32.502628456694325,149.92379183558313,19.271433456354185,0.4002283303947797,0.22288762794762965,0.24643829312706372,0.328645863538746,0.17877974949330203,0.41468702154610093,0.1401948559303472,0.2269667911352002,-0.009287488007068207,0.3733387890954772,0.44754054975989876,0.303138672222681,0.3117293713415179,0.17723407617952341,0.12298220697819601,-0.05413705697088142,0.2719828735961484,0.20028008502616,0.13299674775761852,0.2413587829547316,0.2726760503203989,-0.7969481557906208
"Bradley County, Arkansas",Bradley County,Arkansas,AR,11508,1012,2449,7530,1399,3179,1865,736,351,8798,1350,1657,1089,1353,950,1001,585,196,617,6934,3173,56,27,1,1162,155,9992,40.3,38.5,42.2,4673,2,2681,10,0,3.0410000000000004,0.174,2,2,11508.0,1012.0,2449.0,7530.0,1399.0,3179.0,1865.0,736.0,351.0,8798.0,1350.0,1657.0,1089.0,1353.0,950.0,1001.0,585.0,196.0,617.0,6934.0,3173.0,56.0,27.0,1.0,1162.0,155.0,9992.0,40.3,38.5,42.2,4673.0,2.0,2681.0,10.0,0.0,3.0410000000000004,0.174,19.08580135527757,17.200003700658797,17.958365939980308,17.715943468940917,11.922400343103236,8.247117547118641,17.77179384058369,15.864796348712439,13.574166713178307,13.476856905525489,12.798352434553173,11.202114914897383,10.9629872367526,9.126462783326803,8.099254337076047,18.04205627584822,6.6157065206703844,20.113834629406576,66.33838419561532,31.475408832221948,146.42376972001009,15.43976924190191,0.4002283303947797,-0.7019375060975813,-0.7329591281694595,-0.4911834251397686,-0.616311093736162,-0.8667607491556217,-0.8102929413219044,-0.7395374960770785,-0.5604533595248161,-0.7039308786418031,-0.6012465625482649,-0.7488764308240343,-0.8161536051873067,-0.7859497354847875,-0.7979313683406476,-0.6732105392375408,-0.7317733834940658,-0.02510435232501301,-0.12965632404640198,0.09613082854593626,-0.6778027128754808,-0.7969481557906208
"Calhoun County, Arkansas",Calhoun County,Arkansas,AR,5368,284,653,3719,589,1774,899,302,155,4353,542,761,557,756,520,563,268,110,276,4001,1192,15,11,0,74,75,5216,43.4,41.8,44.6,2262,2,1102,35,2,0.0,0.0,0,0,5368.0,284.0,653.0,3719.0,589.0,1774.0,899.0,302.0,155.0,4353.0,542.0,761.0,557.0,756.0,520.0,563.0,268.0,110.0,276.0,4001.0,1192.0,15.0,11.0,0.0,74.0,75.0,5216.0,43.4,41.8,44.6,2262.0,2.0,1102.0,35.0,2.0,0.0,0.0,16.455886243041235,14.977772554823877,14.037716159410405,15.442640317256057,10.271239409709048,6.916892820602078,15.497461982033476,12.428796969974936,11.348466163537191,11.38497855815604,11.194950308824522,9.759350856807187,9.648172870908056,7.647712416070074,6.876391164625158,16.123829633116845,5.438996395344558,17.600653071665526,72.49932659210576,34.07878823650296,158.52578621942834,13.3500027612469,0.4002283303947797,-1.2314845320650938,-1.223820242072714,-1.063800465561232,-1.032556139678073,-1.3695726779419262,-1.4130253504062515,-1.222734766279183,-1.1155023080224962,-1.2300119573313868,-1.0656944395895611,-1.1493781704602015,-1.2291067998304737,-1.1797673174744847,-1.3154319667833863,-1.2054979242182127,-1.1683715198666886,0.6128829368468451,0.5360100839108541,0.5982851128322931,-1.196188079841963,-0.7969481557906208
"Carroll County, Arkansas",Carroll County,Arkansas,AR,27446,1123,2684,19549,2793,7020,5954,2302,1480,22666,2601,4076,2943,4545,2894,2610,1324,509,1164,24593,103,251,164,39,1677,619,23957,44.0,42.4,45.4,11393,2,6183,0,0,3.6439999999999997,0.036000000000000004,2,1,27446.0,1123.0,2684.0,19549.0,2793.0,7020.0,5954.0,2302.0,1480.0,22666.0,2601.0,4076.0,2943.0,4545.0,2894.0,2610.0,1324.0,509.0,1164.0,24593.0,103.0,251.0,164.0,39.0,1677.0,619.0,23957.0,44.0,42.4,45.4,11393.0,2.0,6183.0,0.0,0.0,3.6439999999999997,0.036000000000000004,22.440925135465182,20.55918908754352,21.679490840352656,21.1992397726159,14.84881556213022,10.066490519962827,21.190015496326605,18.742656972600457,16.493540704062156,17.05504383086541,16.60860883543363,14.193757154637957,13.37334292632594,10.811515302216844,9.113569873363618,23.08920098445347,9.11986616560896,23.911675593237167,73.7013326617759,34.55068174919206,162.62306407973674,18.29338634794646,0.4002283303947797,-0.02636595959225629,0.009039958606124126,0.05229269406108978,0.02148542226210397,0.02439192466873649,0.014075327502086373,-0.013313059308398772,-0.09556575707162782,-0.013888627239145131,0.19319797253709375,0.2028588154536144,0.04012515584977764,-0.06399196405965038,-0.20823367071590176,-0.23169968461454618,-0.07200000502854922,0.7373548998364374,0.6566700457333754,0.7682952620966244,0.03006267035866676,-0.7969481557906208
"Chicot County, Arkansas",Chicot County,Arkansas,AR,11800,1149,2781,7711,1525,3148,2022,727,289,8939,1905,1779,1126,1423,864,809,414,187,432,4864,6381,23,55,4,381,92,11258,41.8,39.1,44.6,4579,2,2724,100,1,5.593,0.16899999999999998,2,2,11800.0,1149.0,2781.0,7711.0,1525.0,3148.0,2022.0,727.0,289.0,8939.0,1905.0,1779.0,1126.0,1423.0,864.0,809.0,414.0,187.0,432.0,4864.0,6381.0,23.0,55.0,4.0,381.0,92.0,11258.0,41.8,39.1,44.6,4579.0,2.0,2724.0,100.0,1.0,5.593,0.16899999999999998,19.176998358797487,17.278539480883556,18.391996539855732,17.67580691120248,12.113870843689412,8.228214241766697,17.825707315516496,17.32985996532215,13.790571174278446,13.587504259351952,12.943854722503998,10.96719236639147,10.465401295751924,8.456284748524581,7.548983267080429,16.787628215203515,5.761298161890873,20.602647274738597,69.30899752963617,31.949782516990695,158.52578621942834,15.37850183137376,0.4002283303947797,-0.6835745172062576,-0.7156116255774633,-0.42785099693682,-0.6236601546422733,-0.8084541057762205,-0.8188581367714514,-0.7280832116828707,-0.3237880024489316,-0.6527801106972313,-0.576680158555623,-0.7125325102876525,-0.883393994463185,-0.9349883353110714,-1.032465568130379,-0.9127323070665962,-0.6468552488173342,0.2825131234087873,-0.00836219909089309,0.5982851128322931,-0.6930006449811613,-0.7969481557906208
"Clark County, Arkansas",Clark County,Arkansas,AR,22995,1202,2789,13186,1559,4185,3964,2165,1313,18912,2196,5216,1886,2822,2110,2140,1274,204,1064,16518,5413,98,120,5,497,344,22069,33.5,32.0,35.1,8783,2,4480,66,2,2.174,0.0,2,0,22995.0,1202.0,2789.0,13186.0,1559.0,4185.0,3964.0,2165.0,1313.0,18912.0,2196.0,5216.0,1886.0,2822.0,2110.0,2140.0,1274.0,204.0,1064.0,16518.0,5413.0,98.0,120.0,5.0,497.0,344.0,22069.0,33.5,32.0,35.1,8783.0,2.0,4480.0,66.0,2.0,2.174,0.0,21.72490592914846,19.12057248979866,18.50421016748737,18.870564866656604,13.778920889733769,9.965116059504709,20.501936387074448,17.964082952594058,17.364402698355484,15.378212294055306,15.028867256948764,13.299679071349223,12.850042712269019,10.728755825042313,8.967295382912452,21.401016945448468,8.013631606448167,23.53329841195064,53.135743774153106,26.30409760748869,112.36984809837443,17.425643718473086,0.4002283303947797,-0.17054013444545807,-0.3087311908858148,-0.4114620208880479,-0.4048982707778697,-0.30141266102964787,-0.03185801861120763,-0.1595001454294533,-0.22133606244663875,0.19195398596480526,-0.17909941674784968,-0.1917329343055129,-0.21578113643979685,-0.22073258867414722,-0.23719601616172517,-0.29536998540182274,-0.13773292897380984,-1.3922842787592666,-1.4519254338567427,-1.3168834934786748,-0.1851886917318108,-0.7969481557906208
