Full Name,Country Name,State,State Abbr,Total Population,Households SNAP,Estimated Individuals SNAP,Total Citizen Educated in US,Citizen Less than High School  Education,Citizen High School  Graduate,Citizen Some College  Education,Citizen College Degree,Citizen Graduate or Professional Degree,Total Citizen Income,Citizen No Income,Citizen Income 1-9999,Citizen Income 10000-14999,Citizen Income 15000-24999,Citizen Income 25000-34999,Citizen Income 35000-49999,Citizen Income 50000-64999,Citizen Income 65000-74999,Citizen Income over 75000,One Race Population,White Race,Black Race,Native American Race,Asian Race,Pacific Islander Race,Other Race Alone,Hispanic or Latino,Median Age,Male Median Age,Female Median Age,Total Households,Average Household Size,Total Families,Total Confirmed Cases,Total Deaths,Case Rate per 1000,Death Rate 1000,Case Rate Categories,Death Rate Categories,Total Population_iqr,Households SNAP_iqr,Estimated Individuals SNAP_iqr,Total Citizen Educated in US_iqr,Citizen Less than High School  Education_iqr,Citizen High School  Graduate_iqr,Citizen Some College  Education_iqr,Citizen College Degree_iqr,Citizen Graduate or Professional Degree_iqr,Total Citizen Income_iqr,Citizen No Income_iqr,Citizen Income 1-9999_iqr,Citizen Income 10000-14999_iqr,Citizen Income 15000-24999_iqr,Citizen Income 25000-34999_iqr,Citizen Income 35000-49999_iqr,Citizen Income 50000-64999_iqr,Citizen Income 65000-74999_iqr,Citizen Income over 75000_iqr,One Race Population_iqr,White Race_iqr,Black Race_iqr,Native American Race_iqr,Asian Race_iqr,Pacific Islander Race_iqr,Other Race Alone_iqr,Hispanic or Latino_iqr,Median Age_iqr,Male Median Age_iqr,Female Median Age_iqr,Total Households_iqr,Average Household Size_iqr,Total Families_iqr,Total Confirmed Cases_iqr,Total Deaths_iqr,Case Rate per 1000_iqr,Death Rate 1000_iqr,Total Population_iqr_bc,Total Citizen Educated in US_iqr_bc,Citizen Less than High School  Education_iqr_bc,Citizen High School  Graduate_iqr_bc,Citizen Some College  Education_iqr_bc,Citizen College Degree_iqr_bc,Total Citizen Income_iqr_bc,Citizen No Income_iqr_bc,Citizen Income 1-9999_iqr_bc,Citizen Income 10000-14999_iqr_bc,Citizen Income 15000-24999_iqr_bc,Citizen Income 25000-34999_iqr_bc,Citizen Income 35000-49999_iqr_bc,Citizen Income 50000-64999_iqr_bc,Citizen Income over 75000_iqr_bc,One Race Population_iqr_bc,Other Race Alone_iqr_bc,Hispanic or Latino_iqr_bc,Median Age_iqr_bc,Male Median Age_iqr_bc,Female Median Age_iqr_bc,Total Households_iqr_bc,Average Household Size_iqr_bc,Total Population_iqr_bc_zscore,Total Citizen Educated in US_iqr_bc_zscore,Citizen Less than High School  Education_iqr_bc_zscore,Citizen High School  Graduate_iqr_bc_zscore,Citizen Some College  Education_iqr_bc_zscore,Citizen College Degree_iqr_bc_zscore,Total Citizen Income_iqr_bc_zscore,Citizen No Income_iqr_bc_zscore,Citizen Income 1-9999_iqr_bc_zscore,Citizen Income 10000-14999_iqr_bc_zscore,Citizen Income 15000-24999_iqr_bc_zscore,Citizen Income 25000-34999_iqr_bc_zscore,Citizen Income 35000-49999_iqr_bc_zscore,Citizen Income 50000-64999_iqr_bc_zscore,Citizen Income over 75000_iqr_bc_zscore,Hispanic or Latino_iqr_bc_zscore,Median Age_iqr_bc_zscore,Male Median Age_iqr_bc_zscore,Female Median Age_iqr_bc_zscore,Total Households_iqr_bc_zscore,Average Household Size_iqr_bc_zscore
"Austin County, Texas",Austin County,Texas,TX,28417,1062,2761,19933,3541,5940,6009,3075,1368,23464,3386,3441,2146,3153,2626,2820,2005,852,3035,22379,2668,138,118,1,2489,624,21776,40.7,39.7,41.8,10837,3,7129,45,2,1.4780000000000002,0.0,1,0,28417.0,1062.0,2761.0,19933.0,3541.0,5940.0,6009.0,3075.0,1368.0,23464.0,3386.0,3441.0,2146.0,3153.0,2626.0,2820.0,2005.0,852.0,3035.0,22379.0,2668.0,138.0,118.0,1.0,2489.0,624.0,21776.0,40.7,39.7,41.8,10837.0,3.0,7129.0,45.0,2.0,1.4780000000000002,0.0,22.583679999264096,20.632241474382248,23.093907770182525,20.424008644205497,14.873575879123178,10.550343815864858,21.323418896752564,20.00861995261895,15.91383870947815,15.851834760843788,15.386719852761964,13.91474831775477,13.580846384539132,11.725598132063036,10.732344869757044,22.68015695372384,9.135485749150135,23.47213666380861,67.12859079815011,32.42368894805181,144.43488798529603,18.12421830621684,0.4856719448739987,0.0023784714410441093,0.02517625299843286,0.2588705017232328,-0.12046050185348478,0.03193194241794378,0.23331201500986562,0.01502940033713067,0.1089370217252759,-0.15091076648354268,-0.07394370848422625,-0.10234762986020805,-0.03973377179574573,-0.0018398365115690808,0.11165697610718803,0.47292003827350876,-0.14835814829942992,0.05672432513901592,0.11281245226939145,0.013605285461975545,-0.011900983572428686,1.2053636253116902
"Bailey County, Texas",Bailey County,Texas,TX,7165,314,898,4338,1289,1196,1229,478,146,5486,1057,970,728,749,719,692,143,151,277,5392,86,103,30,6,1406,142,2882,32.5,31.9,33.3,2468,3,2216,42,0,11.584000000000001,0.0,3,0,7165.0,314.0,898.0,4338.0,1289.0,1196.0,1229.0,478.0,146.0,5486.0,1057.0,970.0,728.0,749.0,719.0,692.0,143.0,151.0,277.0,5392.0,86.0,103.0,30.0,6.0,1406.0,142.0,2882.0,32.5,31.9,33.3,2468.0,3.0,2216.0,42.0,0.0,11.0055,0.0,17.419295159438573,15.445032116867774,17.554189500091727,14.03244419884319,10.96195291117241,7.592947970174332,16.221580096941114,14.8824386340585,12.014977467426721,12.191727982098206,11.170417145326578,10.52071708728281,10.108713389104224,6.54412419258918,6.881737173013748,17.14556050029192,6.4689954764549205,15.51423815848947,51.23327166874748,26.22404296781217,104.1753340289673,13.59068926768976,0.4856719448739987,-1.0374971580638952,-1.12060885943293,-0.5502140271496836,-1.2907650581238252,-1.1592364345839792,-1.1067009069848568,-1.0688909483192546,-0.7191427411182428,-1.0724710043197412,-0.8865764436863068,-1.155506124578536,-1.0111857784373286,-1.0418246861831095,-1.70164155207343,-1.2031709158583612,-1.5308303561520746,-1.5892919673791481,-1.4723948607663013,-1.6569020637554073,-1.1364836276358221,1.2053636253116902
"Bandera County, Texas",Bandera County,Texas,TX,20485,857,2014,16297,2126,5060,5236,2588,1287,18329,1871,3612,1712,2710,2006,2216,1506,694,2002,19010,98,166,57,2,782,370,17070,48.8,48.6,49.1,8564,2,4023,83,0,0.391,0.0,1,0,20485.0,857.0,2014.0,16297.0,2126.0,5060.0,5236.0,2588.0,1287.0,18329.0,1871.0,3612.0,1712.0,2710.0,2006.0,2216.0,1506.0,694.0,2002.0,19010.0,98.0,166.0,57.0,2.0,782.0,370.0,17070.0,48.8,48.6,49.1,8564.0,2.0,4023.0,83.0,0.0,0.391,0.0,21.266535351785034,19.885043021635823,20.142340481904917,19.700931907764947,14.5054791148838,10.261100460060463,20.384635688419497,17.250768336196064,16.078355971458105,15.03002065696146,14.899642237536966,13.16010383685365,12.941086205670777,11.09089800397325,10.016294122168167,21.985862762017593,8.147220940422017,22.379418953827017,83.42337087134288,39.40290948343804,181.97274742863127,17.34299005738771,0.4002283303947797,-0.26283542371333485,-0.13986988340791195,-0.17221052305849477,-0.252856882492888,-0.08016097370182856,0.10225420110788278,-0.1844214765754728,-0.3365644091773673,-0.11202439488273243,-0.25640642977522304,-0.22401107853924537,-0.2557308694919993,-0.19346293802323977,-0.11046144454786708,0.16123775972092166,-0.33818864991593117,1.7441062056237016,1.8973516771293697,1.5711801692275016,-0.20569167559603513,-0.7969481557906208
"Bastrop County, Texas",Bastrop County,Texas,TX,74171,3670,10203,53159,10236,15382,16765,7527,3249,63361,10496,9410,5264,8972,7779,7203,5818,2354,6065,54750,5772,739,489,66,10206,2149,49981,38.4,37.6,39.2,25840,3,19452,8,0,4.665,0.054000000000000006,2,1,74171.0,3670.0,10203.0,53159.0,10236.0,15382.0,16765.0,7527.0,3249.0,63361.0,10496.0,9410.0,5264.0,8972.0,7779.0,7203.0,5818.0,2354.0,6065.0,54750.0,5772.0,739.0,489.0,66.0,4087.0,2149.0,49981.0,38.4,37.6,39.2,25840.0,3.0,19452.0,8.0,0.0,4.665,0.054000000000000006,26.80566614145268,24.57374104688017,30.41669682595791,25.158395433397516,17.80592462223539,12.105406195574254,25.430164883160717,26.247231570818364,19.583104275100947,19.447408679812867,19.062608619340644,17.247695993639343,16.261242270341224,14.266246357197687,11.970709676039016,26.795182515184294,11.697270656903427,27.520775718315626,62.60479089317432,30.76295517349122,131.70786006877256,21.225548978420445,0.4856719448739987,0.8524972432864456,0.8958007486688099,1.3283753112395957,0.746412464522974,0.9248914944390028,0.9379196468745489,0.887535513543853,1.116718001021994,0.7163807418339816,0.7243611621169844,0.8158249371461994,0.9142346769033062,0.8010012747077153,1.000777280691634,1.011954968131452,0.5549846963902305,-0.41173109164519056,-0.3118258791498256,-0.5144828719803431,0.757411977218657,1.2053636253116902
"Baylor County, Texas",Baylor County,Texas,TX,3726,242,530,2559,312,825,787,515,120,2936,359,514,322,581,335,354,136,64,271,3410,75,11,4,3,146,77,3271,47.0,46.4,47.9,1669,2,768,346,4,0.268,0.0,1,0,3726.0,242.0,530.0,2559.0,312.0,825.0,787.0,515.0,120.0,2936.0,359.0,514.0,322.0,581.0,335.0,354.0,136.0,64.0,271.0,3410.0,75.0,11.0,4.0,3.0,146.0,77.0,3271.0,47.0,46.4,47.9,1669.0,2.0,768.0,346.0,4.0,0.268,0.0,15.291364407625448,13.882449090104952,11.600834089705021,12.790227698909082,9.984693395281282,7.704636960885407,14.315340803222119,11.068198260193668,10.32054445230492,9.844397187947822,10.513324532893552,8.77735830399201,8.654721279138254,6.459097074737158,6.849387758064731,15.594515226232469,5.48013412967125,15.94385307030812,79.75599443462774,37.68598142511057,175.6261066749607,12.531598405616718,0.4002283303947797,-1.4659670337053377,-1.4657625337123632,-1.419710908143021,-1.5182166690986523,-1.4568317399064556,-1.0560939883961673,-1.4738844498675114,-1.3352924767474037,-1.47297822821662,-1.407740977669727,-1.319636338801563,-1.5101762924664446,-1.4773292500620518,-1.731397476634187,-1.2172519560571238,-1.4561962457432327,1.36433645602087,1.4583448495311797,1.3078362177930227,-1.3992006394497447,-0.7969481557906208
"Bee County, Texas",Bee County,Texas,TX,31861,1297,3489,22180,6052,7801,6280,1263,784,26844,9267,4466,2249,3332,1952,2224,1381,648,1325,25092,2592,165,177,17,3080,738,13955,35.4,34.8,36.8,9042,3,6989,1,0,1.004,0.0,1,0,31861.0,1297.0,3489.0,22180.0,6052.0,7801.0,6280.0,1263.0,784.0,26844.0,9267.0,4466.0,2249.0,3332.0,1952.0,2224.0,1381.0,648.0,1325.0,25092.0,2592.0,165.0,177.0,17.0,3080.0,738.0,13955.0,35.4,34.8,36.8,9042.0,3.0,6989.0,1.0,0.0,1.004,0.0,23.0582526833509,21.036780067508975,26.57619383237028,21.70057070091539,14.992720011490887,9.091894133429664,21.848200838576755,25.490764713865936,16.812477834381585,16.026359209138135,15.567063455944963,13.085139953918256,12.950510076524179,10.902522302873441,9.32614465706692,23.177025997541772,9.4642292377428,21.50530857203581,56.7790974062285,28.539292463492536,120.27667001853214,17.521112728513717,0.4856719448739987,0.09793613879475896,0.11453341317109103,0.7674638345714974,0.11327982950051409,0.06821374256702491,-0.42751985279372834,0.1265228927171083,0.9945188713821432,0.061497430233708,-0.03519503574040085,-0.05730095962817097,-0.27718730567603145,-0.1906402688093344,-0.1763850380155512,-0.13917021911148197,-0.4900419700624599,-1.015002175205382,-0.8804013108518836,-0.9888022598687775,-0.1615067453220247,1.2053636253116902
"Bell County, Texas",Bell County,Texas,TX,310235,16267,43108,202550,18854,54080,80559,32377,16680,256729,38504,40581,20557,37500,31438,34123,22168,8391,23467,190553,66700,2496,8748,2430,23834,15474,243225,29.6,28.6,30.7,114035,3,88117,32,0,2.327,0.028999999999999998,2,1,150073.5,8224.5,20789.625,103114.0,12942.5,33918.0,32031.75,14823.0,8459.125,124000.25,16089.5,22224.0,12056.25,19035.0,14998.5,15660.25,10333.0,4120.25,11040.0,126090.75,13646.5,1123.375,1568.0,104.0,4087.0,3217.25,140466.75,29.6,28.6,30.7,57984.0,3.0,34798.25,32.0,0.0,2.327,0.028999999999999998,30.283200382124615,27.544205504596306,32.28103327682024,29.739068159437817,19.840587853980374,13.344409105109914,28.533103497035153,28.98704518989858,23.185883611605703,23.295029031058238,22.07704730227515,19.509204115046654,18.73118731612222,15.760823280724251,13.09128323679419,31.14715742649349,12.60645877103212,33.32552716789569,45.777837166661804,23.572857906620715,92.67220278122431,24.444291448010652,0.4856719448739987,1.5527167698711226,1.551936585508928,1.6006645695490853,1.5851401669336111,1.5444876363373243,1.499318930499762,1.546775923949301,1.5593055863867105,1.5679571319887944,1.578626471590639,1.5687788700176468,1.5615317856785456,1.5408074487542736,1.523816509942033,1.4997177724829795,1.5634051414578405,-2.1542214286938517,-2.1502848500668237,-2.1342065393392966,1.555849990132969,1.2053636253116902
"Bexar County, Texas",Bexar County,Texas,TX,1714773,88647,243779,1197716,194696,304405,371056,208782,118777,1480166,230051,256902,131338,210215,168251,167151,120480,46191,149587,1250252,128892,14475,41739,2350,217389,59676,707815,32.8,31.5,34.2,608931,3,465286,722,9,2.9989999999999997,0.052000000000000005,2,1,150073.5,8224.5,20789.625,103114.0,12942.5,33918.0,32031.75,14823.0,8459.125,124000.25,16089.5,22224.0,12056.25,19035.0,14998.5,15660.25,10333.0,4120.25,11040.0,126090.75,13646.5,1123.375,1568.0,104.0,4087.0,3217.25,140466.75,32.8,31.5,34.2,57984.0,3.0,34798.25,651.0,9.0,2.9989999999999997,0.052000000000000005,30.283200382124615,27.544205504596306,32.28103327682024,29.739068159437817,19.840587853980374,13.344409105109914,28.533103497035153,28.98704518989858,23.185883611605703,23.295029031058238,22.07704730227515,19.509204115046654,18.73118731612222,15.760823280724251,13.09128323679419,31.14715742649349,12.60645877103212,33.32552716789569,51.802897952529165,25.90366269414944,108.2494554479541,24.444291448010652,0.4856719448739987,1.5527167698711226,1.551936585508928,1.6006645695490853,1.5851401669336111,1.5444876363373243,1.499318930499762,1.546775923949301,1.5593055863867105,1.5679571319887944,1.578626471590639,1.5687788700176468,1.5615317856785456,1.5408074487542736,1.523816509942033,1.4997177724829795,1.5634051414578405,-1.530305158991208,-1.5543139178191216,-1.4878527548782148,1.555849990132969,1.2053636253116902
"Blanco County, Texas",Blanco County,Texas,TX,10497,187,451,8208,825,2470,2576,1453,884,9424,1217,1164,1075,1580,1203,974,889,322,1000,9475,69,74,51,4,623,201,8588,46.7,45.4,47.8,4309,2,2294,5142,90,1.238,0.095,1,2,10497.0,187.0,451.0,8208.0,825.0,2470.0,2576.0,1453.0,884.0,9424.0,1217.0,1164.0,1075.0,1580.0,1203.0,974.0,889.0,322.0,1000.0,9475.0,69.0,74.0,51.0,4.0,623.0,201.0,8588.0,46.7,45.4,47.8,4309.0,2.0,2294.0,651.0,52.0,1.238,0.095,18.753820739631408,17.486255275638168,15.476149353323919,16.703980714289163,12.698172323091551,9.316022135902557,18.005699715022555,15.442610149576067,12.531908816230063,13.434176393432276,13.249187947299387,11.79971386667641,10.898355154719642,9.971434137841854,8.86680862616943,19.201616791184716,7.05884074391505,19.50603243226174,79.14724672614638,36.90384417865899,175.10026999330762,15.196232359044275,0.4002283303947797,-0.7687835221063639,-0.6697299869461042,-0.853715044918784,-0.8016029158978176,-0.6305224772420184,-0.3259661768013227,-0.689842602348974,-0.6286530243300459,-0.9502857437595218,-0.6107226744156953,-0.6362656239357949,-0.6451066520359904,-0.8053085521560899,-0.5022268388197466,-0.33910982005947343,-0.8373627730625385,1.301298486286753,1.2583576749692036,1.2860174454801845,-0.7382142265822458,-0.7969481557906208
"Borden County, Texas",Borden County,Texas,TX,641,8,19,417,23,112,120,116,46,462,52,40,43,46,39,85,58,15,84,600,0,2,1,0,28,10,546,46.0,43.8,46.8,264,2,138,13,1,0.0,0.0,0,0,641.0,8.0,19.0,417.0,23.0,112.0,120.0,116.0,46.0,462.0,52.0,40.0,43.0,46.0,39.0,85.0,58.0,15.0,84.0,600.0,0.0,2.0,1.0,0.0,28.0,10.0,546.0,46.0,43.8,46.8,264.0,2.0,138.0,13.0,1.0,0.0,0.0,10.431883215666566,9.279705610526783,4.528191217282835,7.3336073845568315,6.36636498190271,5.571448986220446,9.529079665710443,5.968477602405047,4.922419752457188,5.275825030882252,5.133827286762166,4.721888373370209,5.936693854807736,5.082778087250313,5.188933545029418,10.570223661150157,2.5990229177266193,10.57496110531704,77.7296377120272,35.65011061781558,169.86794814648465,8.207915006456705,0.4002283303947797,-2.4444487348727466,-2.482446957216756,-2.452681475836945,-2.51733162292773,-2.558685987858694,-2.0226536240500015,-2.490758178046437,-2.1590978028640584,-2.748914142171753,-2.4220751248381496,-2.6633404357787946,-2.6709476980463847,-2.2914418851517784,-2.2130513889127372,-1.9400137914350728,-2.3888977527557147,1.1545000788647515,0.9377865301680549,1.0689104177155504,-2.4717291857100587,-0.7969481557906208
"Bosque County, Texas",Bosque County,Texas,TX,18212,666,1645,12842,2033,4584,3856,1596,773,14762,1778,2486,1616,2663,1693,1837,1117,426,1146,16372,296,104,41,2,1079,318,15286,45.2,44.3,46.0,7254,2,4171,0,0,0.384,0.0,1,0,18212.0,666.0,1645.0,12842.0,2033.0,4584.0,3856.0,1596.0,773.0,14762.0,1778.0,2486.0,1616.0,2663.0,1693.0,1837.0,1117.0,426.0,1146.0,16372.0,296.0,104.0,41.0,2.0,1079.0,318.0,15286.0,45.2,44.3,46.0,7254.0,2.0,4171.0,0.0,0.0,0.384,0.0,20.807564195902728,19.02668243118387,19.899120245763573,19.265405133710882,13.708054501158772,9.467297314163464,19.587210056734637,17.02836685448519,14.841371464047631,14.825156804372426,14.844051913056965,12.698467028289926,12.456371840386586,10.448573589108516,9.088126121860851,21.36446540154459,7.870659509626981,21.897212484918807,76.11436827432136,36.04221338384003,165.7164487087857,16.806314257114803,0.4002283303947797,-0.35525164257587943,-0.32947024804576824,-0.2077332194441998,-0.33260245533507854,-0.32299291090405985,-0.2574225308967486,-0.3538399750108478,-0.372490989761705,-0.4044061099727235,-0.3018911882637497,-0.23789656696658645,-0.38786224176475415,-0.3386462005815836,-0.33524804575326994,-0.2427748304334867,-0.42195913797465334,0.9872332382542746,1.0380445407294026,0.896650428733289,-0.33881893370924854,-0.7969481557906208
"Bowie County, Texas",Bowie County,Texas,TX,92565,4966,12365,63181,7940,22521,20561,8340,3819,75259,14026,12018,7495,11550,9210,7713,5391,2289,5567,63641,22387,694,734,51,3077,1981,86503,37.9,36.3,39.6,34669,2,22452,7,0,4.148,0.086,2,2,92565.0,4966.0,12365.0,63181.0,7940.0,22521.0,20561.0,8340.0,3819.0,75259.0,14026.0,12018.0,7495.0,11550.0,9210.0,7713.0,5391.0,2289.0,5567.0,63641.0,13646.5,694.0,734.0,51.0,3077.0,1981.0,86503.0,37.9,36.3,39.6,34669.0,2.0,22452.0,7.0,0.0,4.148,0.086,27.862609841006016,25.32290607776948,28.504611319425678,27.287902462417485,18.431229019908052,12.289434774502636,26.198965592332677,28.081565320309572,20.561959261548573,21.02164020308536,20.038058710999785,17.810624241986837,16.469325075675062,14.074703613498446,11.814205561931153,27.541599548362267,11.518407310833249,30.48841967765892,61.62783444577855,29.731912954236595,133.64294414363107,22.356897382996756,0.4002283303947797,1.0653183302140878,1.0612812758628118,1.049112228571674,1.1363282355326985,1.1153093416115585,1.0213040453951936,1.050872452524313,1.413034998385073,0.9477492820601495,1.073878852701057,1.0594752681323882,1.0753580547740396,0.8633269302367133,0.9337453551641305,0.9438319209141341,1.0705335305267318,-0.5128983734344262,-0.5754563624420034,-0.434189578817901,1.0380531221993214,-0.7969481557906208
"Brazoria County, Texas",Brazoria County,Texas,TX,313166,10627,30181,224410,27944,57147,72588,42804,23927,268411,50040,31903,17813,28894,25372,29395,25916,11142,47936,219416,37761,1770,17227,89,28656,8247,226523,35.1,34.8,35.5,106589,3,86985,384,8,4.975,0.057,2,1,150073.5,8224.5,20789.625,103114.0,12942.5,33918.0,32031.75,14823.0,8459.125,124000.25,16089.5,22224.0,12056.25,19035.0,14998.5,15660.25,10333.0,4120.25,11040.0,126090.75,13646.5,1123.375,1568.0,89.0,4087.0,3217.25,140466.75,35.1,34.8,35.5,57984.0,3.0,34798.25,384.0,8.0,4.975,0.057,30.283200382124615,27.544205504596306,32.28103327682024,29.739068159437817,19.840587853980374,13.344409105109914,28.533103497035153,28.98704518989858,23.185883611605703,23.295029031058238,22.07704730227515,19.509204115046654,18.73118731612222,15.760823280724251,13.09128323679419,31.14715742649349,12.60645877103212,33.32552716789569,56.20138599562372,28.539292463492536,114.21580704695185,24.444291448010652,0.4856719448739987,1.5527167698711226,1.551936585508928,1.6006645695490853,1.5851401669336111,1.5444876363373243,1.499318930499762,1.546775923949301,1.5593055863867105,1.5679571319887944,1.578626471590639,1.5687788700176468,1.5615317856785456,1.5408074487542736,1.523816509942033,1.4997177724829795,1.5634051414578405,-1.0748262269584634,-0.8804013108518836,-1.2402883083135043,1.555849990132969,1.2053636253116902
"Brazos County, Texas",Brazos County,Texas,TX,194851,7151,18092,111064,15693,22167,29213,23839,20152,176747,27384,42933,15136,24158,17315,17788,11420,4476,16137,142814,21414,865,10083,119,14997,4559,149446,24.5,24.1,24.9,71739,3,39831,1558,18,5.26,0.128,2,2,150073.5,7151.0,18092.0,103114.0,12942.5,22167.0,29213.0,14823.0,8459.125,124000.25,16089.5,22224.0,12056.25,19035.0,14998.5,15660.25,10333.0,4120.25,11040.0,126090.75,13646.5,865.0,1568.0,104.0,4087.0,3217.25,140466.75,28.4,27.250000000000004,29.799999999999997,57984.0,3.0,34798.25,651.0,18.0,5.26,0.128,30.283200382124615,27.544205504596306,32.28103327682024,27.196549723645905,19.541870411587503,13.344409105109914,28.533103497035153,28.98704518989858,23.185883611605703,23.295029031058238,22.07704730227515,19.509204115046654,18.73118731612222,15.760823280724251,13.09128323679419,31.14715742649349,12.60645877103212,33.32552716789569,43.54850273795374,22.48272750740589,88.78506625166051,24.444291448010652,0.4856719448739987,1.5527167698711226,1.551936585508928,1.6006645695490853,1.1196014189096215,1.453522128170342,1.499318930499762,1.546775923949301,1.5593055863867105,1.5679571319887944,1.578626471590639,1.5687788700176468,1.5615317856785456,1.5408074487542736,1.523816509942033,1.4997177724829795,1.5634051414578405,-2.3850768623754184,-2.429023779113069,-2.295497202099531,1.555849990132969,1.2053636253116902
"Brewster County, Texas",Brewster County,Texas,TX,9232,622,1356,6737,1003,1523,1804,1492,915,7615,796,1457,745,1399,943,951,476,205,643,7993,104,103,66,5,699,262,5314,41.5,40.3,42.5,4207,2,1877,1025,25,2.383,0.0,2,0,9232.0,622.0,1356.0,6737.0,1003.0,1523.0,1804.0,1492.0,915.0,7615.0,796.0,1457.0,745.0,1399.0,943.0,951.0,476.0,205.0,643.0,7993.0,104.0,103.0,66.0,5.0,699.0,262.0,5314.0,41.5,40.3,42.5,4207.0,2.0,1877.0,651.0,25.0,2.383,0.0,18.29719609235256,16.83537458867729,16.360696932085734,14.885406012837382,11.84413318304925,9.35861350743466,17.287364455433774,13.80127070608667,13.188149089492594,12.263026060936188,12.894670483706657,11.183698127996411,10.842049247034058,8.723812032185053,8.163860323305771,18.563374229187055,7.523175719659476,17.669213692310898,68.71328217881879,32.897135637594296,147.92075303967314,15.124782912682639,0.4002283303947797,-0.8607272593110074,-0.8135008181751369,-0.7245254857868444,-1.1345865347317432,-0.8905946837597275,-0.30666778348625073,-0.8424578133694439,-0.8937938558081052,-0.795172518445736,-0.8707465358931195,-0.7248178708250561,-0.8214249251534319,-0.8221734853303091,-0.938842240989038,-0.6450888717942456,-1.1564609441623115,0.22082470022168763,0.23386955085008743,0.15824581471457624,-0.7559379042345545,-0.7969481557906208
"Briscoe County, Texas",Briscoe County,Texas,TX,1637,88,209,1136,220,347,320,197,52,1337,202,216,63,257,196,219,95,14,75,1433,41,3,0,0,120,40,1226,45.7,44.6,46.6,692,2,362,22,0,0.611,0.0,1,0,1637.0,88.0,209.0,1136.0,220.0,347.0,320.0,197.0,52.0,1337.0,202.0,216.0,63.0,257.0,196.0,219.0,95.0,14.0,75.0,1433.0,41.0,3.0,0.0,0.0,120.0,40.0,1226.0,45.7,44.6,46.6,692.0,2.0,362.0,22.0,0.0,0.611,0.0,12.873461649007744,11.683652493086786,10.400188598672784,10.18835289440708,8.156601884992327,6.3057891167291045,12.13336158974044,9.343670751056933,8.252511780230193,6.02618937322622,8.560987027766165,7.655461834305112,7.685296108721925,5.864376075863266,5.0353344341201405,12.928777703479183,4.4888600433151575,12.820780289343292,77.12330117809753,36.27733845745448,168.82719613442467,10.337205461640096,0.4002283303947797,-1.9528242744380517,-1.9514472694708094,-1.5950670623900647,-1.9946236528009167,-2.013522610975422,-1.6899199234008981,-1.9374607725701132,-1.6138714504587939,-1.9617919004178517,-2.255475988589432,-1.8072960185622589,-1.8312895948239756,-1.7676947088301287,-1.9395248790940438,-2.0068723500401147,-1.9987466841408879,1.091711794749645,1.0981644229548846,1.025726037512409,-1.9435395414573187,-0.7969481557906208
"Brooks County, Texas",Brooks County,Texas,TX,7223,802,2173,4173,1332,1175,1053,412,201,5621,1105,1841,489,894,471,332,250,57,182,6471,37,25,21,1,570,98,633,37.7,34.8,40.6,2642,3,2006,1,0,0.27699999999999997,0.0,1,0,7223.0,802.0,2173.0,4173.0,1332.0,1175.0,1053.0,412.0,201.0,5621.0,1105.0,1841.0,489.0,894.0,471.0,332.0,250.0,57.0,182.0,6471.0,37.0,25.0,21.0,1.0,570.0,98.0,633.0,37.7,34.8,40.6,2642.0,3.0,2006.0,1.0,0.0,0.27699999999999997,0.0,17.446749337437424,15.326433132539941,17.715268267158105,13.971336496156106,10.617451219623142,7.371967028948777,16.29899024111713,15.057264325867557,13.895748087945593,11.005783916463418,11.642907973069947,9.533276189665681,8.521812154726783,7.521887531431735,6.269788346804985,17.792456864084865,5.862351167890567,10.9650855285933,61.23771346560042,28.539292463492536,138.51732467760502,13.780742720725717,0.4856719448739987,-1.0319691171617262,-1.1468057875356013,-0.5266882209607716,-1.3019539655484855,-1.2641441734328844,-1.206828631580229,-1.0524446367525484,-0.690901520526215,-0.6279198103283538,-1.149884873770899,-1.037486199672077,-1.293814716208398,-1.5171386340783823,-1.35946539834907,-1.4695397523585347,-2.321124059434108,-0.5532967752657257,-0.8804013108518836,-0.2319347671098936,-1.0893391596259745,1.2053636253116902
