Total Population,Total Citizen Income,Hispanic or Latino,Total Citizen Educated in US,Total Households,White Race,Total Families,Hispanic or Latino_iqr,Citizen High School  Graduate,Citizen Some College  Education,Citizen College Degree,Citizen Income over 75000,Citizen No Income,Citizen Income 1-9999,Pacific Islander Race,Native American Race,Citizen Graduate or Professional Degree,Citizen Less than High School  Education,Citizen Income 15000-24999,Citizen Income 35000-49999,Death Rate Categories
15543,12413,15328,10689,6697,44,3555,15328.0,4055,3982,1705,1152,785,1902,73,59,402,545,1836,2174,0
35862,28629,34770,24467,14610,1118,7961,34770.0,9876,8884,2740,1631,3230,4915,251,183,1094,1873,4801,4361,1
211226,176815,205692,146925,86134,8346,51847,140466.75,40023,51657,33089,23402,14719,25305,1512,3806,14341,7815,22745,27272,3
11387,9146,9590,7694,4346,60,2943,9590.0,2756,2370,834,657,1038,1452,739,102,314,1420,1334,1385,4
8898,6991,8809,5959,3689,17,2175,8809.0,2539,1977,778,562,594,1131,24,15,229,436,1137,1098,2
11581,8950,11369,7609,4442,10,3205,11369.0,2792,2449,1217,846,622,1285,127,25,433,718,1436,1484,0
15679,12389,15482,10634,6025,46,4268,15482.0,3826,3721,1894,1287,845,1793,39,51,602,591,2010,1901,2
22381,17840,22021,14982,8975,254,5441,22021.0,5813,4379,2546,1208,1598,3456,134,255,1024,1220,2360,2927,3
33309,26565,32778,21619,12723,225,8362,32778.0,7766,6748,3920,2321,1883,4817,91,379,1714,1471,3845,4610,0
40648,31915,33631,26767,15538,679,10304,33631.0,8908,8629,3721,2371,2807,4741,2296,536,1512,3997,5326,4934,3
15059,12043,14700,10287,5605,57,3819,14700.0,3622,3562,1629,1522,845,2024,84,55,714,760,1598,1556,0
10776,8574,10666,7264,4395,21,2664,10666.0,3027,2304,934,791,635,1425,40,28,310,689,1381,1322,0
9243,7415,9136,6487,4050,33,2048,9136.0,2530,2330,705,591,421,1518,27,20,345,577,1315,1078,0
7970,6293,7801,5376,3213,22,1925,7801.0,2470,1528,677,412,607,851,40,31,174,527,1013,1185,3
10740,8335,10435,7143,4558,25,2511,10435.0,2785,2577,867,537,666,1268,90,23,281,633,1551,1113,2
42745,33950,35942,28378,16412,606,11164,35942.0,9733,8971,4129,2813,3801,4782,2769,350,1860,3685,5108,5586,4
14398,11265,13853,9678,6069,67,3393,13853.0,3526,3501,1435,1107,695,1620,287,82,485,731,1899,1975,1
6462,4940,6032,4283,2682,18,1490,6032.0,1636,1349,595,384,296,757,200,19,163,540,825,855,0
15932,12907,15494,11118,6393,352,3506,15494.0,3869,3828,1662,822,1226,2543,114,116,630,1129,2036,1891,0
9421,7384,9269,6275,3994,44,2068,9269.0,1820,2502,1232,488,431,1046,29,31,372,349,1338,1341,0
24986,19925,24244,16716,9875,76,6484,24244.0,5729,6282,2696,1797,1242,2922,370,117,769,1240,2672,3533,2
7310,5709,7144,4978,3233,26,1569,7144.0,1966,1834,648,479,400,957,45,12,136,394,896,809,0
430640,368151,397993,308247,170197,25853,109925,140466.75,77430,95522,75457,50175,31248,51335,12629,15220,33397,26441,49743,56006,3
93158,74831,87007,62841,36775,1267,22479,87007.0,21354,21691,9163,6822,6400,10820,2525,570,4134,6499,10928,11834,2
18914,15464,18458,11984,7555,220,3952,18458.0,4628,3757,1648,1331,1031,3492,147,260,1071,880,2267,2638,3
5131,4020,5040,3499,2047,17,1243,5040.0,1303,1213,521,317,327,606,42,16,181,281,816,522,0
10350,8134,10155,7035,4482,31,2325,10155.0,2643,2447,1026,722,565,1209,79,16,364,555,1313,1430,0
165224,137081,156027,115570,66765,11728,40566,140466.75,34143,35769,23088,16900,16404,18796,2428,3332,13789,8781,19634,18196,1
12167,9633,11948,8304,5085,32,2866,11948.0,3097,2706,1321,974,654,1367,68,46,441,739,1450,1502,0
33704,26780,30703,20534,11584,129,9047,30703.0,6463,6371,4023,2573,1929,5744,1448,272,1614,2063,3338,3945,0
89542,82297,86847,49223,34736,2196,15953,86847.0,9253,13517,13567,8414,6650,24966,918,5383,11316,1570,9922,8934,1
17767,13810,16447,11727,6947,60,4540,16447.0,4731,4023,1415,1045,1005,2201,506,46,519,1039,2206,2222,4
6317,5015,5953,4357,2679,14,1476,5953.0,1749,1595,446,395,422,809,147,17,177,390,813,854,0
12534,10140,12309,8516,5271,89,2936,12309.0,3071,3339,956,736,740,1772,74,60,412,738,1592,1690,0
7570,5881,7482,5074,3108,15,1822,7482.0,1966,1776,508,387,583,959,12,40,194,630,1073,889,0
35625,28671,32391,24091,14552,482,8119,32391.0,8552,8080,2858,1517,2960,5492,1312,254,1572,3029,4125,4023,3
46225,38648,45326,31753,17262,216,12018,45326.0,9841,10899,6961,5464,2941,5345,190,250,2686,1366,4747,6115,1
21704,17541,20566,14961,8741,146,5459,20566.0,5791,4729,2179,1431,1336,2323,303,72,978,1284,2959,3115,3
6403,5077,6334,4383,2652,18,1500,6334.0,1990,1320,416,273,503,845,31,18,188,469,954,602,0
38013,30424,36567,24701,15580,1462,8419,36567.0,8212,9308,3608,2035,3417,5666,408,246,1440,2133,4789,3750,1
10866,8739,10506,7305,4597,85,2354,10506.0,2512,2656,1168,624,702,1442,118,88,355,614,1282,1474,0
21056,17432,20638,13462,7997,133,4297,20638.0,4447,4427,2366,1527,805,4080,173,226,1514,708,2161,3018,0
102172,79924,88179,65199,39052,2456,27214,88179.0,21429,19912,10188,6242,7183,14345,6240,2423,4423,9247,12454,11706,3
7598,6186,7451,5244,3172,27,1757,7451.0,1908,2134,586,438,471,861,31,24,213,403,1017,933,0
13229,10379,11955,8954,5625,57,3086,11955.0,3152,3376,1182,871,819,1501,359,33,389,855,1786,1699,0
13371,10296,12979,8625,5475,249,3148,12979.0,2873,3440,1086,505,974,1798,131,68,573,653,1817,1481,0
8102,6219,7979,5361,3260,40,2057,7979.0,2068,1800,574,340,565,1162,42,37,424,495,1214,797,0
16924,13243,16541,10127,6241,853,4093,16541.0,3996,3256,1324,910,1230,3093,89,70,777,774,2043,1681,0
4861,3865,4742,3411,2139,22,1092,4742.0,1207,1272,393,383,267,600,52,20,287,252,604,526,0
27674,21628,23991,18253,11283,399,6784,23991.0,5960,6940,2161,1520,2026,3448,1945,54,925,2267,3748,3162,1
15173,11650,14864,9565,5986,427,3886,14864.0,2979,3837,1191,611,1203,2270,89,69,640,918,2000,1515,1
9984,7602,9678,6564,4094,123,2534,9678.0,2583,2152,878,514,649,1376,90,31,512,439,1399,1047,0
65880,52394,63278,43322,23992,1096,17751,63278.0,11374,15947,8573,6336,7480,8149,599,467,4103,3325,6644,6762,0
2790,2160,2690,1855,1150,34,615,2690.0,512,730,335,127,206,388,24,9,130,148,299,301,0
3669,2824,3582,2490,1612,16,758,3582.0,923,845,309,134,217,535,29,3,105,308,598,330,0
21603,16472,21179,14012,8625,118,5389,21179.0,4883,4753,1713,774,2233,2581,114,64,945,1718,3299,2109,0
2726,2200,2584,1893,1260,2,581,2584.0,583,681,386,226,139,377,16,19,102,141,342,281,0
2215,1672,2052,1433,923,1,559,2052.0,386,478,382,121,127,254,68,17,93,94,240,320,0
8535,6575,8373,5730,3559,34,2021,8373.0,1710,2207,927,416,519,991,29,26,441,445,1173,881,2
9533,7438,9250,6194,3910,51,2137,9250.0,1916,2426,772,470,493,1376,105,20,541,539,1342,1165,0
8601,6860,8425,5869,3497,47,2087,8425.0,2147,2061,910,916,439,1173,29,36,316,435,1093,975,3
1891,1455,1818,1228,824,6,435,1818.0,404,505,167,91,76,211,25,5,60,92,229,265,0
36311,28637,33019,23253,13940,1004,8870,33019.0,7322,8885,3215,2059,3576,5186,1413,586,1508,2323,4471,3593,1
39134,32003,37372,23369,15729,785,8725,37372.0,6574,7780,4221,1596,3942,7109,730,476,2535,2259,5014,4056,1
2961,2421,2931,2165,1378,17,555,2931.0,694,808,318,209,127,404,13,7,156,189,474,373,0
19754,15306,18985,13182,8073,153,4895,18985.0,4540,4606,1937,941,1378,2522,206,61,809,1290,2419,2422,0
7945,6508,7780,5113,3136,243,1775,7780.0,1947,1791,645,353,701,1173,28,16,224,506,1102,1082,0
110826,99142,105175,67159,43576,4357,21131,105175.0,12299,18136,17727,11002,9031,23215,1489,4146,15825,3172,12938,12207,0
3037,2389,2503,2062,1302,21,721,2503.0,557,757,286,191,240,328,193,12,101,361,311,472,0
2882,2137,2803,1933,1284,0,615,2803.0,751,682,164,86,215,457,19,12,141,195,373,277,0
28452,23633,27153,17221,11908,242,5981,27153.0,4184,5743,4297,2138,1622,5161,604,391,1830,1167,3790,3424,0
6497,5392,6175,4612,2463,299,1217,6175.0,1541,1711,661,358,756,988,37,24,276,423,780,792,0
36776,27383,19594,21627,12359,841,11776,19594.0,4969,6717,2518,1980,3695,4274,4995,1237,1223,6200,4064,4264,2
33848,25610,16527,20419,11145,719,10470,16527.0,5075,5648,2480,1603,3632,3581,5831,489,1259,5957,4214,3602,2
25992,20377,25055,16982,10104,329,6750,25055.0,6329,5841,2302,1446,2142,3385,270,100,1150,1360,2717,3445,0
34362,25912,30110,19185,12690,6319,10617,30110.0,4928,8775,2879,1654,3207,3593,1221,1101,1219,1384,4703,4438,1
2695,2134,2653,1934,1154,8,602,2653.0,677,654,365,191,127,344,11,11,82,156,378,381,0
2597,2133,2538,1934,1196,99,497,2538.0,655,619,418,185,103,368,12,9,112,130,385,307,0
7829,5688,4390,4613,2716,47,2455,4390.0,1403,1206,538,681,919,772,1109,27,209,1257,660,746,2
6006,4541,5151,3743,2153,26,1823,5151.0,849,1225,594,421,538,684,254,13,191,884,490,784,0
1247,978,1076,831,525,6,266,1076.0,289,195,200,71,82,163,69,4,52,95,150,141,0
6689,5146,6469,4521,2988,23,1477,6469.0,1623,1586,584,333,516,880,41,18,271,457,863,596,0
2690,1965,1863,1615,1060,8,763,1863.0,618,427,225,129,267,315,467,7,63,282,322,263,0
6034,4575,5736,3989,2545,22,1428,5736.0,1574,1272,466,277,518,710,128,5,233,444,771,769,0
34684,27448,30937,22810,13411,564,8853,30937.0,5994,7967,4122,2573,2381,4553,1100,256,2711,2016,4529,4439,1
4256,3111,3107,2503,1510,12,1326,3107.0,464,833,295,241,491,506,479,10,145,766,465,403,0
1916,1562,1798,1338,803,20,460,1798.0,344,568,235,124,123,228,48,8,92,99,263,260,0
13462,10528,13024,8932,5228,73,3574,13024.0,3630,3077,1183,638,768,1799,97,48,592,450,1484,1765,1
19126,15288,18787,13175,7366,104,4725,18787.0,5184,4219,1887,1264,1290,2056,60,39,906,979,2119,2609,0
3077,2492,3014,2216,1450,5,577,3014.0,960,788,255,144,202,416,13,6,98,115,528,357,0
544179,457966,505230,388234,212882,23636,143356,140466.75,56131,103223,132207,98597,42067,59650,13797,22743,79876,16797,49771,62850,2
3977,3024,2842,2449,1400,23,1187,2842.0,672,912,210,237,380,546,345,12,118,537,420,438,2
7858,6215,7659,5340,3227,14,1900,7659.0,1699,2033,908,726,481,967,49,36,334,366,887,965,0
2553,2066,2454,1642,1014,17,550,2454.0,440,586,309,130,184,393,28,16,145,162,241,324,0
21607,16502,20732,14004,8822,1008,5262,20732.0,4504,5241,1614,980,1596,2868,153,77,855,1790,2900,2206,0
1750,1387,1676,1163,799,8,394,1676.0,361,448,206,143,100,206,28,4,72,76,302,212,0
76227,63380,71919,53657,26447,7171,19147,71919.0,15312,17231,9459,8693,8196,10737,1015,965,7160,4495,7524,8357,2
3241,2558,3169,2206,1423,9,780,3169.0,728,911,287,184,167,490,24,6,153,127,445,417,0
9656,7813,9470,6786,4020,43,2240,9470.0,2706,2394,708,521,954,1271,59,30,251,727,1083,1180,0
2756,2254,2676,1919,1219,21,629,2676.0,580,812,262,165,213,329,30,10,104,161,366,365,0
33690,27088,26935,19909,13303,819,7940,26935.0,6404,5935,3498,1586,2549,5776,2788,781,1893,2179,4270,3878,2
29180,23289,28155,19413,11748,294,6858,28155.0,5501,6690,3881,2102,1665,3568,346,147,1677,1664,3250,3780,0
12660,9935,12364,8329,5005,104,2866,12364.0,2741,2752,1356,654,809,1793,91,27,634,846,1742,1277,2
10117,7909,9924,6921,4300,27,2336,9924.0,2914,2219,844,552,437,1202,50,23,442,502,1275,1258,0
4575,3372,3899,2755,1713,31,1328,3899.0,819,874,394,260,416,507,172,19,176,492,499,492,0
32787,26101,31959,22327,12161,426,8843,31959.0,7241,8161,3876,3361,2635,3238,212,116,1900,1149,3527,3852,0
6373,5102,6300,4226,2790,13,1367,6300.0,1368,1641,698,354,514,857,17,19,321,198,817,844,0
35471,26762,33627,22524,14382,2059,8399,33627.0,6432,9449,2891,1544,2975,5085,670,205,1314,2438,4437,3547,1
5923,4646,5711,4097,2554,25,1272,5711.0,1492,1377,485,384,342,905,73,14,258,485,698,785,0
3233,2338,2610,1852,1250,14,873,2610.0,681,662,158,154,276,339,221,60,85,266,468,385,0
10178,7935,10057,6658,4115,57,2667,10057.0,2764,1812,1122,711,433,1446,49,15,458,502,1353,1234,0
16512,12828,15826,10777,6645,197,4082,15826.0,3362,4449,1173,803,1437,2054,180,83,916,877,2184,1683,0
3107,2445,2878,2184,1365,18,696,2878.0,756,819,323,252,191,395,78,4,93,193,392,360,0
5671,4668,5431,3972,2163,165,1133,5431.0,1466,1482,528,213,620,798,34,30,110,386,681,599,0
16295,12878,15965,10988,6552,48,4047,15965.0,4132,3580,1548,978,1151,1972,45,37,725,1003,1932,2000,0
3858,3022,3812,2642,1742,8,814,3812.0,970,872,429,242,289,453,10,18,159,212,558,469,0
6091,4832,5970,4109,2456,49,1549,5970.0,1501,1482,682,397,531,701,33,9,232,212,639,679,0
6973,5763,6512,5038,2665,325,1528,6512.0,1536,2098,579,302,856,953,108,32,340,485,838,873,0
5642,4406,5521,3769,2432,23,1367,5521.0,1367,1334,570,277,266,718,24,41,241,257,819,686,0
21604,17533,20647,14674,7878,227,6411,20647.0,4287,4686,3310,1869,2006,2640,287,144,1612,779,1999,2500,0
9656,7670,9131,6265,3956,114,2205,9131.0,1614,2479,1119,775,838,1366,187,27,538,515,1228,959,0
2519,2101,2439,1873,1176,8,475,2439.0,554,717,365,167,109,357,30,5,135,102,452,299,0
64511,51413,59302,43237,25794,1930,15236,59302.0,12514,16755,5873,3304,4980,9383,1637,309,2783,5312,8450,7674,0
4980,3961,4927,3523,2274,25,962,4927.0,1156,1373,490,253,212,551,16,15,330,174,757,615,0
10083,7963,9065,6354,3906,128,2409,9065.0,1862,2367,961,466,626,1675,362,37,470,694,1183,1311,0
71115,64573,66505,37648,25796,4530,13168,66505.0,6569,12387,9250,5195,7208,16114,1300,2996,7886,1556,9918,6911,1
5181,4182,5074,3608,2238,24,1224,5074.0,1120,1246,602,307,316,781,20,19,324,316,660,653,0
3307,2580,3223,2294,1511,8,641,3223.0,693,860,347,201,147,416,24,8,184,210,509,394,0
6970,5770,6855,5134,3173,54,1483,6855.0,1607,1828,667,379,356,994,33,34,574,458,1096,840,0
55606,44332,50203,37069,22416,1814,13936,50203.0,12210,11908,6167,3583,3786,7398,1914,1156,3114,3670,7287,6944,1
4936,3949,4183,3302,1983,19,1236,4183.0,1000,938,630,586,276,585,354,24,250,484,564,781,0
498365,398004,433729,328321,193502,46167,135376,140466.75,86253,105699,66165,40126,49612,62601,25302,20385,34525,35679,57918,52911,1
22952,16808,9962,13265,7460,774,7335,9962.0,3539,3765,1185,1198,2362,3122,4471,611,422,4354,2615,1970,2
177934,142528,158631,120131,72600,15280,44171,140466.75,37036,36518,23162,13444,13181,21540,6474,2085,13321,10094,20627,22874,1
2556,2004,2472,1808,1099,3,603,2472.0,566,679,324,182,108,360,34,5,120,119,287,365,0
6010,4781,5363,4064,2608,39,1350,5363.0,1438,1674,565,295,347,746,230,17,175,212,934,761,0
3853,3089,3796,2738,1748,10,774,3796.0,980,1021,394,275,237,528,27,7,156,187,546,362,0
4437,3418,3908,2941,1907,13,1037,3908.0,813,1124,494,288,277,573,186,17,171,339,591,540,0
2235,1570,1407,1368,825,13,650,1407.0,357,399,260,108,190,225,271,3,49,303,247,246,0
5724,4275,3858,3555,2044,16,1751,3858.0,1083,1232,405,470,653,796,570,15,171,664,501,581,0
24132,18486,23035,15641,9454,230,6314,23035.0,5405,5731,2444,1444,2066,3040,270,56,819,1242,2650,2788,1
7900,6361,7530,5030,3196,49,1844,7530.0,1524,1929,946,541,445,1272,178,38,389,242,818,966,0
3001,2478,2950,2121,1358,13,599,2950.0,651,830,347,271,147,303,31,7,148,145,359,440,0
7053,5518,6848,4741,2737,29,1792,6848.0,1662,1683,711,425,544,742,23,10,366,319,850,929,0
1485,1231,1377,1087,620,2,374,1377.0,329,379,229,137,109,167,63,1,58,92,247,164,0
5799,4510,5655,3911,2474,25,1328,5655.0,1477,1372,562,336,379,722,56,19,184,316,736,721,0
2234,1686,1684,1461,891,19,608,1684.0,440,496,224,185,119,248,190,3,73,228,299,255,0
9409,7115,9192,6150,3933,31,2293,9192.0,2222,2221,649,499,553,1217,34,36,307,751,1262,976,0
3309,2625,3240,2348,1524,12,658,3240.0,811,943,241,79,255,450,33,2,80,273,588,297,0
157505,124159,115872,102821,58399,39742,44435,115872.0,34019,29769,11616,6166,17538,21362,20378,3958,5576,21841,21073,16497,3
18656,16137,18337,12861,7285,503,4206,18337.0,4823,3040,997,622,2332,3868,164,45,1035,2966,2896,1692,4
19956,16575,19659,14073,7848,164,4887,19659.0,5491,3681,1274,673,2119,2959,84,31,749,2878,3049,2267,2
21421,17619,21133,15096,8369,433,5446,21133.0,5646,4647,1974,1162,2182,2745,125,105,1052,1777,2393,3050,1
8249,6678,8159,5710,3397,238,1828,8159.0,2090,1978,463,741,884,1218,21,15,340,839,1021,741,0
42173,34923,41063,29531,16999,1630,10216,41063.0,11960,7513,2904,1585,4335,6941,544,183,1892,5262,5912,4483,1
11591,9636,11434,8116,4587,152,2866,11434.0,3267,1954,636,521,1407,2151,84,17,312,1947,1579,954,2
28691,22607,28493,19355,11787,644,6229,28493.0,6945,4264,897,486,4584,6151,55,78,904,6345,3269,1747,0
118811,99303,114606,83393,43216,2992,33579,114606.0,22478,28578,16762,15900,10765,13178,1753,2534,9498,6077,13411,13399,2
19985,16303,18617,13912,7976,1198,4813,18617.0,5089,4030,1712,1223,1687,2773,709,64,926,2155,2729,2333,1
49542,40021,48828,34571,19787,1401,10593,48828.0,11734,12277,4012,2834,5855,7991,217,225,2686,3862,5793,4430,1
28432,24789,27636,19764,11075,2121,6158,27636.0,7036,5573,2329,1719,3137,5500,344,216,2216,2610,3877,2600,0
8488,6635,8392,5654,3317,29,2152,8392.0,2491,1492,438,408,954,1174,47,5,352,881,910,771,0
13878,11015,13789,9298,5494,43,3220,13789.0,3281,2315,556,337,1942,3196,26,68,617,2529,1468,852,0
20059,16229,19884,13844,7827,409,4850,19884.0,6184,3577,754,776,2073,3349,86,42,620,2709,2612,1785,2
74319,64063,73281,54121,27673,484,18783,73281.0,22347,17382,4923,5090,6157,10157,346,370,2613,6856,10019,9759,1
12690,10375,12368,8971,5057,48,2926,12368.0,3752,2172,610,734,1293,2238,168,20,442,1995,1547,1220,4
12984,10369,12855,9005,5393,668,2885,12855.0,4171,2351,623,633,1016,1875,44,33,862,998,1674,1541,0
37191,32750,36301,23728,15530,1392,6712,36301.0,7468,6673,3830,1894,4657,8258,279,657,3001,2756,4708,3674,1
90336,75596,88841,62597,36069,2290,20600,88841.0,19592,17052,12818,9033,7757,13198,540,753,7180,5955,10415,10660,2
5104,3973,5021,3435,2116,39,1154,5021.0,1195,1142,318,252,438,650,16,14,213,567,681,462,2
10811,8363,10022,7122,4061,163,2718,10022.0,2950,1662,504,690,910,1777,351,60,333,1673,1221,837,0
27720,22338,27399,18647,10760,147,6504,27399.0,7383,4726,1594,1162,3928,5060,110,51,1010,3934,3359,2074,0
15955,12929,15577,11001,6351,85,3765,15577.0,4141,2679,667,548,2309,2711,159,30,692,2822,2091,1127,0
73955,54941,69414,41214,26144,15707,21075,69414.0,13687,14659,3913,2823,7294,9523,1472,754,3010,5945,8976,7479,1
35613,29055,34722,24963,14267,1708,8369,34722.0,8693,7338,3608,2499,3371,4721,367,134,1800,3524,4882,3472,0
21730,17157,21328,14739,7732,915,4772,21328.0,4888,2993,755,331,3439,4760,95,26,647,5456,2817,1307,2
10272,8328,10041,7129,4358,39,2451,10041.0,2823,1570,397,285,1357,1595,116,13,320,2019,1828,785,0
9315,7435,9267,6428,3781,76,2110,9267.0,2519,1891,505,527,933,1456,12,17,348,1165,1430,620,2
6856,5533,6793,4742,2883,178,1524,6793.0,1768,1471,408,169,827,1264,31,9,217,878,839,771,0
96656,79025,94131,66803,38619,4626,23605,94131.0,23650,21403,8843,6788,8549,14018,1253,685,5602,7305,12242,10880,2
12161,10214,12061,8612,4857,169,2657,12061.0,3591,2268,540,481,1299,2351,34,25,419,1794,1550,1439,3
7852,6377,7790,5538,2773,268,1600,7790.0,2504,1321,240,219,2198,1468,13,5,173,1300,769,303,0
14672,11817,14571,10241,5984,29,3339,14571.0,4779,1991,640,381,1585,3337,34,14,375,2456,1824,1220,0
295803,258895,275329,203859,123043,42972,62633,140466.75,41711,57518,48624,31942,26715,49382,10949,9553,36661,19345,37271,30148,1
14348,11559,14199,9848,5729,183,3506,14199.0,3625,2679,756,665,1596,2096,81,32,560,2228,1971,1201,0
39451,30671,39232,26169,16060,294,8874,39232.0,9187,7132,1653,1112,5297,7693,87,76,1640,6557,4693,2575,0
49285,41153,47911,34882,20662,5128,10665,47911.0,10673,9874,6189,3236,3420,6335,650,703,3725,4421,5806,7053,1
6813,5162,6760,4408,2864,1609,1368,6760.0,1494,1331,382,166,699,1337,11,45,274,927,852,589,0
8589,6885,8217,5790,3160,113,2303,8217.0,2651,1352,493,519,897,1237,139,15,198,1096,1175,707,3
16912,14044,16509,12191,6668,346,3914,16509.0,4662,3209,1178,1083,1592,2522,221,37,738,2404,2541,1937,0
24662,19234,24085,15908,8614,178,6923,24085.0,7120,4054,1233,1266,2367,3885,245,80,740,2761,3387,2356,2
37121,29833,35022,25225,14978,1607,9052,35022.0,9841,7129,2444,1670,3979,6024,1031,124,1647,4164,4385,3405,3
25746,20894,25488,17689,10082,264,6144,25488.0,7710,4772,899,861,2888,4669,64,61,846,3462,3315,2331,3
11258,9164,11099,7931,4601,224,2549,11099.0,3271,1862,488,480,940,2054,56,17,383,1927,1418,1030,2
36910,29550,36626,25554,14671,257,8325,36626.0,9285,8533,2660,2358,4051,5694,79,188,1730,3346,3978,3249,0
8565,6918,8471,5803,3285,75,2225,8471.0,2537,1815,365,508,924,1299,26,19,281,805,991,843,0
105543,85461,100226,70244,39853,12275,27416,100226.0,21312,25537,9288,8145,9679,15038,1553,2104,7239,6868,12841,11347,1
29278,22287,29068,19089,11789,643,6685,29068.0,6655,4810,1189,699,4422,5664,65,100,980,5455,3668,1755,0
18846,15144,18509,12759,7343,385,4581,18509.0,5274,3284,1225,1008,2061,2880,118,38,735,2241,2363,1823,0
18199,14724,17938,12494,7097,885,4545,17938.0,4997,2787,889,485,2230,3328,110,36,681,3140,2053,1981,0
46250,37291,45392,31892,18705,3590,10870,45392.0,11398,10771,2978,2588,3740,7051,337,196,2382,4363,6063,4680,1
15416,12642,14969,10691,5963,419,3823,14969.0,4780,2989,701,690,1349,2298,214,31,464,1757,2170,1681,2
4902,3862,4845,3297,2028,452,1054,4845.0,1401,849,152,85,390,788,17,11,154,741,619,471,0
46920,37160,46186,31931,18980,3086,10891,46186.0,12957,9357,2879,2594,5508,5953,289,259,2134,4604,5860,4387,3
13494,10863,13410,9173,5486,16,3182,13410.0,4049,1805,550,258,2287,2114,20,11,414,2355,1641,1274,3
741096,620405,708554,524906,309175,154246,171807,140466.75,141997,159432,99063,70730,63315,101900,12895,16338,70362,54052,89925,84634,2
48586,41057,47233,33487,17642,1499,12549,47233.0,9834,9059,5790,4047,4881,7624,436,475,4253,4551,5893,5345,0
